# ResilientP2P Log Export
# App Version: 1.0
# Device: SM-A730F-c404681a
# Export Time: 2026-03-04 16:42:21
# Uptime: 484514ms
# Battery: 97% (31.6C)
# Packets: sent=616 recv=632 fwd=400 drop=96
# Bytes: sent=147250 recv=36345
# Connections: established=1 lost=1
# AvgRTT: 71ms
# StoreForward: queued=1 delivered=0
# Neighbors: 0 Routes: 0
#
ID,Timestamp,Level,Type,PeerID,Message,RSSI,LatencyMs,PayloadSizeBytes
1046,2026-03-04 16:42:18.789,INFO,SYSTEM,,"STOP_ALL completed. All state cleared.",,,
1045,2026-03-04 16:42:18.776,INFO,SYSTEM,,"STOP_ALL initiated neighbors=0 routes=0 totalPackets=↑616↓632 uptime=8m1s",,,
1044,2026-03-04 16:42:17.743,METRIC,SYSTEM,,"STATS_DUMP v=1.0 uptime=8m0s battery=97%(31.6°C) 3426mAh 4192mV neighbors=0[] routes=0[] packets=↑616↓632↻400✗96 bytes=↑143.8KB↓35.5KB avgRtt=71ms storeForward=Q1D0 connections=↑1↓1",,,
1043,2026-03-04 16:42:00.165,WARN,SYSTEM,P2P-Node-7842,"DISCONNECTED endpoint=BK7F peerName='P2P-Node-7842' duration=7m12s(432385ms) routesLost=0[] remainingNeighbors=0 lifetimeDisconnections=1 remainingPeers=[]",,,
1042,2026-03-04 16:41:52.076,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=ec1c5cb4 dest='BROADCAST' src='P2P-Node-7842'",,,
1041,2026-03-04 16:41:52.057,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=4e8d65af dest='BROADCAST' src='P2P-Node-7842'",,,
1040,2026-03-04 16:41:45.504,METRIC,SYSTEM,,"STATS_DUMP v=1.0 uptime=7m28s battery=97%(31.8°C) 3426mAh 4084mV neighbors=1[P2P-Node-7842(BK7F)] routes=0[] packets=↑602↓616↻393✗94 bytes=↑141.0KB↓34.5KB avgRtt=52ms storeForward=Q1D0 connections=↑1↓0",,,
1039,2026-03-04 16:41:43.656,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=2a614399 dest='BROADCAST' src='P2P-Node-7842'",,,
1038,2026-03-04 16:41:33.745,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=b1b643a9 dest='BROADCAST' src='P2P-Node-7842'",,,
1037,2026-03-04 16:41:33.727,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=8be9d85e dest='BROADCAST' src='P2P-Node-7842'",,,
1036,2026-03-04 16:41:25.990,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=b3b6b35f dest='BROADCAST' src='P2P-Node-7842'",,,
1035,2026-03-04 16:41:25.983,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=978dfb7f dest='BROADCAST' src='P2P-Node-7842'",,,
1034,2026-03-04 16:41:17.549,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=9433f6fd dest='BROADCAST' src='P2P-Node-7842'",,,
1033,2026-03-04 16:41:17.493,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=787eab20 dest='BROADCAST' src='P2P-Node-7842'",,,
1032,2026-03-04 16:41:15.434,METRIC,SYSTEM,,"STATS_DUMP v=1.0 uptime=6m58s battery=98%(31.0°C) 3458mAh 4041mV neighbors=1[P2P-Node-7842(BK7F)] routes=0[] packets=↑572↓579↻378✗87 bytes=↑134.9KB↓32.1KB avgRtt=28ms storeForward=Q1D0 connections=↑1↓0",,,
1031,2026-03-04 16:41:08.783,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=ef04d1db dest='BROADCAST' src='P2P-Node-7842'",,,
1030,2026-03-04 16:41:08.724,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=b3529aea dest='BROADCAST' src='P2P-Node-7842'",,,
1029,2026-03-04 16:41:00.501,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=d2f094da dest='BROADCAST' src='P2P-Node-7842'",,,
1028,2026-03-04 16:41:00.452,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=3b8d1900 dest='BROADCAST' src='P2P-Node-7842'",,,
1027,2026-03-04 16:40:52.416,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=56c43057 dest='BROADCAST' src='P2P-Node-7842'",,,
1026,2026-03-04 16:40:52.351,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=7891d334 dest='BROADCAST' src='P2P-Node-7842'",,,
1025,2026-03-04 16:40:45.421,METRIC,SYSTEM,,"STATS_DUMP v=1.0 uptime=6m28s battery=98%(31.0°C) 3458mAh 4041mV neighbors=1[P2P-Node-7842(BK7F)] routes=0[] packets=↑542↓543↻363✗81 bytes=↑128.9KB↓29.8KB avgRtt=50ms storeForward=Q1D0 connections=↑1↓0",,,
1024,2026-03-04 16:40:43.198,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=0e469e7f dest='BROADCAST' src='P2P-Node-7842'",,,
1023,2026-03-04 16:40:43.132,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=e948e00f dest='BROADCAST' src='P2P-Node-7842'",,,
1022,2026-03-04 16:40:39.235,INFO,CHAT,P2P-Node-7842,"Message: hi",,,
1021,2026-03-04 16:40:34.584,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=95e99bdd dest='BROADCAST' src='P2P-Node-7842'",,,
1020,2026-03-04 16:40:34.532,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=1be01a9a dest='BROADCAST' src='P2P-Node-7842'",,,
1019,2026-03-04 16:40:26.050,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=1c5cc6f5 dest='BROADCAST' src='P2P-Node-7842'",,,
1018,2026-03-04 16:40:26.002,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=73a801e2 dest='BROADCAST' src='P2P-Node-7842'",,,
1017,2026-03-04 16:40:17.656,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=d47a9692 dest='BROADCAST' src='P2P-Node-7842'",,,
1016,2026-03-04 16:40:17.599,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=c29d1357 dest='BROADCAST' src='P2P-Node-7842'",,,
1015,2026-03-04 16:40:15.409,METRIC,SYSTEM,,"STATS_DUMP v=1.0 uptime=5m58s battery=98%(31.0°C) 3458mAh 4041mV neighbors=1[P2P-Node-7842(BK7F)] routes=0[] packets=↑512↓504↻348✗73 bytes=↑122.9KB↓27.4KB avgRtt=122ms storeForward=Q1D0 connections=↑1↓0",,,
1014,2026-03-04 16:40:13.789,INFO,CHAT,SM-A730F-c404681a,"[SENT] hi",,,
1013,2026-03-04 16:40:13.788,INFO,SYSTEM,,"SEND_DATA dest='P2P-Node-7842' size=2B preview='hi'",,,2
1012,2026-03-04 16:40:07.892,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=ff1ac0f8 dest='BROADCAST' src='P2P-Node-7842'",,,
1011,2026-03-04 16:40:07.832,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=9c763ac1 dest='BROADCAST' src='P2P-Node-7842'",,,
1010,2026-03-04 16:39:59.499,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=818abe39 dest='BROADCAST' src='P2P-Node-7842'",,,
1009,2026-03-04 16:39:59.461,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=a246e84c dest='BROADCAST' src='P2P-Node-7842'",,,
1008,2026-03-04 16:39:49.750,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=5d30419e dest='BROADCAST' src='P2P-Node-7842'",,,
1007,2026-03-04 16:39:49.728,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=1f73e984 dest='BROADCAST' src='P2P-Node-7842'",,,
1006,2026-03-04 16:39:45.402,METRIC,SYSTEM,,"STATS_DUMP v=1.0 uptime=5m28s battery=98%(31.0°C) 3458mAh 4041mV neighbors=1[P2P-Node-7842(BK7F)] routes=0[] packets=↑481↓467↻332✗67 bytes=↑116.7KB↓25.1KB avgRtt=187ms storeForward=Q1D0 connections=↑1↓0",,,
1005,2026-03-04 16:39:40.632,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=e07c8295 dest='BROADCAST' src='P2P-Node-7842'",,,
1004,2026-03-04 16:39:40.614,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=1bf6c3df dest='BROADCAST' src='P2P-Node-7842'",,,
1003,2026-03-04 16:39:30.719,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=2475c578 dest='BROADCAST' src='P2P-Node-7842'",,,
1002,2026-03-04 16:39:30.685,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=30e13cc9 dest='BROADCAST' src='P2P-Node-7842'",,,
1001,2026-03-04 16:39:22.021,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=67364c48 dest='BROADCAST' src='P2P-Node-7842'",,,
1000,2026-03-04 16:39:22.019,WARN,SYSTEM,,"PACKET_TTL_EXCEEDED id=7aa2e403 dest='BROADCAST' src='P2P-Node-7842'",,,
999,2026-03-04 16:39:15.397,METRIC,SYSTEM,,"STATS_DUMP v=1.0 uptime=4m58s battery=98%(31.0°C) 3458mAh 4041mV neighbors=1[P2P-Node-7842(BK7F)] routes=0[] packets=↑451↓431↻317✗61 bytes=↑110.6KB↓22.8KB avgRtt=66ms storeForward=Q1D0 connections=↑1↓0",,,
